API,oil/day,Date
05123371540000,6.39,8/1/21
05123371540000,6.33,9/1/21
05123371540000,6.29,10/1/21
05123371540000,6.10,11/1/21
05123371540000,5.84,12/1/21
05123371110000,318.03,9/1/13
05123371110000,376.77,10/1/13
05123371110000,337.63,11/1/13
05123371110000,241.74,12/1/13
05123371110000,224.87,1/1/14
05123371110000,183.86,2/1/14
05123371110000,170.55,3/1/14
05123371110000,154.27,4/1/14
05123371110000,131.29,5/1/14
05123371110000,126.43,6/1/14
05123371110000,114.84,7/1/14
05123371110000,103.74,8/1/14
05123371110000,94.53,9/1/14
05123371110000,89.52,10/1/14
05123371110000,82.03,11/1/14
05123371110000,77.97,12/1/14
05123371110000,69.10,1/1/15
05123371110000,68.25,2/1/15
05123371110000,67.16,3/1/15
05123371110000,62.03,4/1/15
05123371110000,61.42,5/1/15
05123371110000,54.77,6/1/15
05123371110000,51.61,7/1/15
05123371110000,50.48,8/1/15
05123371110000,47.27,9/1/15
05123371110000,47.42,10/1/15
05123371110000,44.60,11/1/15
05123371110000,30.74,12/1/15
05123371110000,44.29,1/1/16
05123371110000,45.72,2/1/16
05123371110000,42.19,3/1/16
05123371110000,38.60,4/1/16
05123371110000,39.61,5/1/16
05123371110000,36.21,6/1/16
05123371110000,40.35,7/1/16
05123371110000,43.32,8/1/16
05123371110000,37.43,9/1/16
05123371110000,42.97,10/1/16
05123371110000,36.90,11/1/16
05123371110000,37.71,12/1/16
05123371110000,35.39,1/1/17
05123371110000,26.14,2/1/17
05123371110000,36.32,3/1/17
05123371110000,33.90,4/1/17
05123371110000,33.39,5/1/17
05123371110000,27.59,6/1/17
05123371110000,33.87,7/1/17
05123371110000,27.26,8/1/17
05123371110000,26.67,9/1/17
05123371110000,21.38,10/1/17
05123371110000,28.87,11/1/17
05123371110000,27.00,12/1/17
05123371110000,27.29,1/1/18
05123371110000,25.11,2/1/18
05123371110000,20.94,3/1/18
05123371110000,23.53,4/1/18
05123371110000,23.45,5/1/18
05123371110000,19.72,6/1/18
05123371110000,23.97,7/1/18
05123371110000,20.31,8/1/18
05123371110000,21.03,9/1/18
05123371110000,19.84,10/1/18
05123371110000,18.36,11/1/18
05123371110000,19.19,12/1/18
05123371110000,12.07,1/1/19
05123371110000,17.21,2/1/19
05123371110000,13.77,3/1/19
05123371110000,2.00,4/1/19
05123371110000,#VALUE!,5/1/19
05123371110000,#VALUE!,6/1/19
